HD ID,Main ID,HIP ID,HR ID,RA,DEC,Spectral Type,GAIA,GAIA or Hipparcos,Mag,Mag error,LD Diameter [mas],LD Diameter error [mas],Bolometric Flux [10^(-8) erg/s cm^2],Bolometric Flux Error,Bolometric Absolute Magnitude,Parallax [mas],Parallax Error,Distance [pc],Distance error,Radius [R_sun],Radius error,Teff [K],Teff error,Luminosity [L_sun],Luminosity error,Methods of Measurement,Exoplanet Host?,Diameter Sources,Bolometric Flux Sources,ra_deg,dec_deg
HD69830,HD  69830,HIP 40693,HR  3259,08 18 23.9469,-12 37 55.817,G8:V,Gaia DR3 5726982995343100928,GAIA,5.755219,0.002789,0.674,0.014,12.8,0.3,,79.4953,0.04,12.57936004,0.006329612,0.9131453437,0.018972975,5393.54067,64.31584491,0.6323036063,0.01483327,Opt Int,Host star,2015ApJ...800..115T,Tanner et al. (2015),124.59977874999998,-12.632171388888889
HD164922,HD 164922,HIP 88348,,18 02 30.8623,+26 18 46.805,G9V,Gaia DR3 4582680493669880704,GAIA,6.802036,0.002758,0.412,0.01,4.582823087,0.027802178,,45.4954,0.0167,21.98024416,0.00806829,0.9753291252,0.023675744,5336.248906,65.26405672,0.6911888302,0.004223761,Opt Int,Host star,2016ApJ...830...46F,"2009ApJ…694..1085V, 2017AJ…153…136S",270.62859291666666,26.31300138888889
HIP80824,BD-12  4523,HIP 80824,,16 30 18.0583,-12 39 45.321,M3V,Gaia DR3 4330690742322011520,GAIA,8.801877,0.002785,0.695,0.018,1.897,0.09485,,232.139,0.0268,4.307763883,0.000497323,0.322446866,0.008351225,3295.534361,59.31441714,0.010989292,0.00054947,Opt Int,Host star,2017ApJ...835..200K,2015ApJ…804…64M,247.57524291666664,-12.662589166666667
HD115383,* e Vir,HIP 64792,HR  5011,13 16 46.5148,+09 25 26.960,G0V,Gaia DR3 3732539683617410816,GAIA,5.03984,0.002887,0.71,0.019,26.38487805,0.139143723,,56.8577,0.1224,17.58776736,0.037861938,1.344901649,0.036106591,6296.671146,84.65923586,2.547857358,0.017345695,Opt Int,Host star,2018A&A...618A..63B,"2017AJ…153…16S, 2008ApJS…176..276V",199.19381166666665,9.424155555555554
HIP51317,BD+01  2447,HIP 51317,,10 28 55.5512,+00 50 27.598,dM2,Gaia DR3 3855208897392952192,GAIA,8.675959,0.002812,0.564,0.021,1.9088,0.079099,,142.0951,0.0212,7.037540351,0.001049972,0.4274855773,0.015917144,3663.9705,78.06222593,0.029512148,0.001222989,Opt Int,Host star,2018ApJ...858...71S,2023ApJS…264…41Y,157.2314633333333,0.8409994444444445
HD4747,HD   4747,HIP 3850,,00 49 26.7604,-23 12 44.868,G8/K0V,Gaia DR3 2348830516542653824,GAIA,6.957821,0.002767,0.39,0.00455554,4.02,0.03,,53.0526,0.0282,18.84921757,0.010019263,0.7917341892,0.009257715,5307.935336,32.54392783,0.4458731312,0.003361004,Opt Int,Not a host,"2019ApJ...873...83W, https://ui.adsabs.harvard.edu/abs/2019ApJ...873...83W/abstract",Diameter source,12.361501666666665,-23.212463333333332
HD225213,HD 225213,HIP 439,,00 05 24.4284,-37 21 26.507,M2V,Gaia DR3 2306965202564744064,GAIA,7.682494,0.002812,0.812,0.003535534,3.751,0.072,,230.097,0.0362,4.345993212,0.000683733,0.380072579,0.001655956,3615.431729,19.05139605,0.022116874,0.000424588,Opt Int,Not a host,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,1.3517849999999998,-37.35736305555556
HD204961,HD 204961,HIP 106440,,21 33 33.9751,-49 00 32.399,M2/3V,Gaia DR3 6562924609150908416,GAIA,7.739947,0.002774,0.814,0.006689647,3.359,0.113,,201.3252,0.0237,4.967088074,0.000584726,0.435459461,0.003579077,3512.705269,32.88031419,0.025870947,0.000870345,Opt Int,Host star,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,323.39156291666666,-49.00899972222222
GJ273,BD+05  1668,HIP 36208,,07 27 24.4989,+05 13 32.841,M3.5V,Gaia DR3 3139847906307949696,GAIA,8.576388,0.002854,0.783,0.007071068,2.288,0.118,,264.1269,0.0413,3.786058898,0.000592004,0.3192791751,0.002883759,3253.752672,44.45002512,0.010238335,0.000528036,[],Host star,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,111.85207874999999,5.225789166666667
GJ729,CD-23 14742,HIP 92403,,18 49 49.3637,-23 50 10.447,M3.5Ve,Gaia DR3 4075141768785646848,GAIA,9.126414,0.002893,0.642,0.014142136,1.37,0.096,,336.0266,0.0317,2.97595488,0.000280745,0.2057703685,0.004532802,3160.923909,65.40897589,0.003787667,0.000265414,[],Not a host,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,282.4556820833333,-23.836235277777778
GJ406,Wolf  359,,,10 56 28.9208,+07 00 53.003,dM6,Gaia DR3 3864972938605115520,GAIA,11.038391,0.003138,0.582,0.014142136,0.563,0.044,,415.1794,0.0684,2.408597344,0.000396812,0.1509762565,0.003668687,2658.07371,61.15612482,0.001019613,7.97e-05,[],Not a host,"2019MNRAS.484.2674R, https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2674R/abstract",Diameter source,164.12050333333332,7.014723055555556
HD224930,*  85 Peg,HIP 171,HR  9088,00 02 10.3487,+27 04 54.599,G5VbFe-2,Gaia DR3 2853900872207888768,GAIA,5.595876,0.003204,0.718,0.004949747,14.76,0.1,,81.179,0.449,12.31845674,0.068133225,0.9525816513,0.008419242,5415.153614,20.79726499,0.6991937815,0.009069835,Opt Int,Not a host,"2020A&A...640A..25K, https://ui.adsabs.harvard.edu/abs/2020A%26A...640A..25K/abstract",Diameter source,0.5431195833333333,27.081833055555556
HD6755,HD   6755,HIP 5445,,01 09 43.0577,+61 32 50.264,G5,Gaia DR3 522534933950730240,GAIA,7.500044,0.00276,0.372,0.002828427,2.59,0.27,,6.3703,0.1029,156.9784783,2.535686767,6.289331984,0.1122839214,4869.169408,128.2421933,19.92409428,2.174479851,Opt Int,Not a host,"2020A&A...640A..25K, https://ui.adsabs.harvard.edu/abs/2020A%26A...640A..25K/abstract",Diameter source,17.42940708333333,61.54729555555556
HD11937,* chi Eri,HIP 9007,HR   566,01 55 57.4597,-51 36 31.959,G8IIIbCNIV,Gaia DR3 4937200425857908992,GAIA,3.471802,0.003043,2.134,0.011,104.0,4.0,,56.8508,0.1628,17.58990199,0.050371077,4.04277247,0.023838895,5117.555261,50.94427883,10.04520427,0.3906140147,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,28.98941541666666,-51.6088775
HD138716,*  37 Lib,HIP 76219,HR  5777,15 34 10.7024,-10 03 52.317,K1III-IV,Gaia DR3 6316829270922140032,GAIA,4.316157,0.002915,1.684,0.01,50.6,2.6,,34.3608,0.1285,29.10293125,0.108837008,5.278375537,0.037042118,4811.361618,63.43548798,13.37896686,0.6947016058,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,233.5445933333333,-10.0645325
HD190248,* del Pav,HIP 99240,HR  7665,20 08 43.6088,-66 10 55.442,G8IV,Gaia DR3 6427464123776727168,GAIA,3.364138,0.002896,1.828,0.025,107.2,2.5,,163.9544,0.1222,6.099256867,0.004545954,1.200810786,0.016446837,5571.370167,50.06513087,1.244936578,0.029092285,[],Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,302.1817033333333,-66.18206722222223
HD102224,* chi UMa,HIP 57399,HR  4518,11 46 03.0140,+47 46 45.855,K0.5IIIb:,Gaia DR3 786420645182229504,GAIA,3.328719,0.002892,3.515304523,0.020838751,146.2,1.788854382,,16.4382,0.113,60.83391126,0.418186418,23.03192077,0.2090663376,4341.669697,18.49280595,168.9030324,3.10860415,[],Not a host,"https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,176.51255833333332,47.779404166666666
HD206778,* eps Peg,HIP 107315,HR  8308,21 44 11.1561,+09 52 30.031,K2Ib-II,,Hipparcos,2.546,0.0012,7.459,0.251,,,-5.04,4.73,0.17,211.4164905,7.598478516,169.8403716,8.362126189,4210.086605,0.0,8167.926865,0.0,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1996AJ....111.1705D, 2003AJ....126.2502M",2002A&A…390…967B,326.04648374999994,9.875008611111111
HD186791,* gam Aql,HIP 97278,HR  7525,19 46 15.5802,+10 36 47.740,K3II,,Hipparcos,2.8695,0.0005,7.102400264,0.02482701,468.0,23.0,,8.26,0.17,121.0653753,2.491660267,92.60758553,1.933262538,4085.641959,50.7028903,2141.333704,137.2725083,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1996AJ....111.1705D, 1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,296.5649175,10.613261111111111
HD18884,* alf Cet,HIP 14135,HR   911,03 02 16.7730,+04 05 23.059,M1.5IIIa,,Hipparcos,2.6196,0.0033,13.23220676,0.1344537015,942.0,14.13,,13.09,0.44,76.39419404,2.567872069,108.8714725,3.823096668,3565.31577,22.51362384,1716.209114,118.2124893,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1991AJ....101.2207M, 2003AJ....126.2502M",2005ApJ…626…446R,45.56988749999999,4.089738611111111
HD124897,* alf Boo,HIP 69673,HR  5340,14 15 39.6720,+19 10 56.673,K1.5IIIFe-0.5,,Hipparcos,0.1114,0.002,21.11750983,0.1554343184,4268.188112,61.35601881,,88.83,0.54,11.25745807,0.068434396,25.60380482,0.2444201469,4117.569603,21.18025461,168.8584592,3.17913624,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1983ApJ...268..309D, 1986A&A...166..204D, 1996AJ....111.1705D, 2003AJ....126.2502M","2023ApJS..266…6A, 2005ApJ…626…446R",213.91529999999997,19.18240916666667
HD29139,* alf Tau,HIP 21421,HR  1457,04 35 55.2390,+16 30 33.488,K5+III,,Hipparcos,1.0024,0.0026,18.15905422,0.104888566,3077.238432,44.2208614,,48.94,0.77,20.43318349,0.32148654,39.96232295,0.6697809321,4091.618071,18.86029529,401.0807441,13.87463615,"Opt Int, Opt Int, Opt Int, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Opt Int, Lunar Occ, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1978..............., 1979ApJ...228L.111B, 1979MNRAS.187..753B, 1980AJ.....85.1262E, 1981AJ.....86.1277E, 1983ApJ...268..309D, 1984AJ.....89..424W, 1987A&A...188..114D, 1991AJ....101.2207M, 2003AJ....126.2502M","2023ApJS..266…6A, 2005ApJ…626…446R",68.98016249999999,16.50930222222222
HD217906,* bet Peg,HIP 113881,HR  8775,23 03 46.4574,+28 04 58.033,M2.5II-III,,Hipparcos,2.4861,0.0093,17.89298405,0.054852055,1500.0,22.5,,16.64,0.15,60.09615385,0.541732156,115.811295,1.102688322,3444.156213,13.95283661,1691.154204,39.66249837,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1987A&A...188..114D, 1989ApJ...340.1103H, 1991AJ....101.2207M, 1995AJ....109..378D, 1996AJ....111.1705D, 2003AJ....126.2502M",2005ApJ…626…446R,345.94357249999996,28.082786944444443
HD44478,* mu. Gem,HIP 30343,HR  2286,06 22 57.6268,+22 30 48.897,M3IIIab,,Hipparcos,2.9141,0.0085,14.54153726,0.1052089724,1086.381193,15.63598978,,14.08,0.71,71.02272727,3.58140173,111.2318424,5.666431506,3524.453727,17.98281761,1710.70657,174.2766863,"Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1974AJ.....79.1079R, 1975AJ.....80...45D, 1975ApJ...198..127N, 1981AJ.....86.1404B, 1983ApJ...268..309D, 1987A&A...188..114D, 2003AJ....126.2502M","2023ApJS..266…6A,2005ApJ..626..446R",95.74011166666665,22.5135825
HD87901,* alf Leo,HIP 49669,HR  3982,10 08 22.3109,+11 58 01.951,B8IVn,,Hipparcos,1.3232,0.0006,1.617029992,0.023982138,1710.0,86.0,,41.13,0.35,24.31315342,0.2068953,4.234292259,0.072401606,11841.37475,172.776729,315.5565241,16.75417321,"Int Int, Lunar Occ, Int Int, Lunar Occ, Lunar Occ, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 1982AJ.....87..680R, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,152.0929620833333,11.967208611111111
HD10144,* alf Eri,HIP 7588,HR   472,01 37 42.8454,-57 14 12.310,B6Vpe,,Hipparcos,0.4233,0.0024,1.92,0.07,4890.0,244.5,,23.39,0.57,42.75331338,1.041872109,8.840818441,0.387695561,14127.91307,312.2724293,2790.275011,194.8297095,"Int Int, Int Int",Not a host,1974MNRAS.167..121H,2009A&A…506..1055N,24.428522499999996,-57.23675277777778
HD216956,* alf PsA,HIP 113368,HR  8728,22 57 39.0462,-29 37 20.053,A4V,,Hipparcos,1.1808,0.0006,2.225388944,0.015898121,846.3,1.1,,129.81,0.47,7.703566751,0.027892122,1.846372151,0.014787777,8464.075641,30.35841033,15.67857671,0.1153485211,"Int Int, Int Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2004A&A...426..601D, 2014ApJ...797..119M",Boyajian et al. (2013),344.41269249999993,-29.622236944444445
HD34085,* bet Ori,HIP 24436,HR  1713,05 14 32.2721,-08 12 05.898,B8Iae,,Hipparcos,0.193,0.0015,2.605107262,0.006313031,2810.0,141.0,,3.78,0.34,264.5502646,23.79552644,74.22586626,6.67882328,10560.0309,133.0861148,61393.364,11465.89774,"Int Int, Int Int, Opt Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,78.63446708333332,-8.201638333333333
HD45348,* alf Car,HIP 30438,HR  2326,06 23 57.1098,-52 41 44.381,A9II,,Hipparcos,-0.5536,0.0066,7.178957341,0.015202693,5922.0,245.0,,10.55,0.56,94.78672986,5.031333528,73.28757944,3.893241039,7664.570586,79.68736961,16609.71108,1892.469389,"Int Int, Int Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2013MNRAS.434..437C, https://ui.adsabs.harvard.edu/abs/2021A%26A...654A..19D/abstract",Diameter source,95.9879575,-52.69566138888889
HD48915,* alf CMa,HIP 32349,HR  2491,06 45 08.9172,-16 42 58.017,A0mA1Va,,Hipparcos,-1.0876,0.0024,6.028286651,0.0659125,10780.0,0.2,,379.21,1.58,2.637061259,0.010987465,1.712125434,0.020033309,9715.36578,53.11329047,23.40225958,0.195014162,"Int Int, Int Int, Opt Int, Opt Int",Not a host,"1967MNRAS.137..393H, 1974MNRAS.167..121H, 2003AJ....126.2502M",Davis et al. (2011),101.28715499999998,-16.716115833333333
HD35468,* gam Ori,HIP 25336,HR  1790,05 25 07.8632,+06 20 58.931,B2V,,Hipparcos,1.5493,0.0008,0.7353378378,0.004068667,3015.0,64.73,,12.92,0.52,77.3993808,3.115145357,6.129793792,0.2490303943,20229.2502,122.1517037,5638.464927,469.7363827,"Int Int, Int Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2014A&A...570A.104C, 2021A&A...652A..26S",2017AJ…153…16S,81.28276333333334,6.349703055555556
HD187642,* alf Aql,HIP 97649,HR  7557,19 50 46.9985,+08 52 05.956,A7Vn,,Hipparcos,0.8273,0.0011,3.317223679,0.00416876,1230.0,62.0,,194.95,0.57,5.12952039,0.014997828,1.832622364,0.00583225,7611.851608,96.04087763,10.1031599,0.512680437,"Int Int, Int Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2003AJ....126.2502M, 2014ApJ...797..119M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,297.69582708333326,8.868321111111111
HD172167,* alf Lyr,HIP 91262,HR  7001,18 36 56.3363,+38 47 01.280,A0Va,,Hipparcos,0.0868,0.0021,3.278359287,0.00705271,2880.0,144.0,,130.23,0.36,7.678722261,0.021226599,2.711233813,0.00949692,9471.554483,118.8319717,53.01136669,2.666722721,"Int Int, Int Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2001ApJ...559.1147C, 2003AJ....126.2502M, 2014ApJ...797..119M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,279.23473458333336,38.78368888888889
HD61421,* alf CMi,HIP 37279,HR  2943,07 39 18.1195,+05 13 29.955,F5IV-V+DQZ,,Hipparcos,0.4607,0.0017,5.409104086,0.005873775,1790.0,62.0,,284.56,1.26,3.514197357,0.015560475,2.047259765,0.009333661,6547.145645,56.80449802,6.900871186,0.2467133993,"Int Int, Int Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1967MNRAS.137..393H, 1974MNRAS.167..121H, 1988ApJ...327..905S, 1991AJ....101.2207M, 2003AJ....126.2502M, 2004A&A...413..251K, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,114.82549791666666,5.2249875
HD216386,* lam Aqr,HIP 112961,HR  8698,22 52 36.8740,-07 34 46.548,M2.5IIIFe-0.5,,Hipparcos,3.8072,0.004,8.311662859,0.038812016,1050.0,242.0,,8.47,0.66,118.0637544,9.199773072,105.6880715,8.2502083,4622.264346,266.5490327,4568.999099,1271.189449,"Lunar Occ, Opt Int, Opt Int, Opt Int",Not a host,"1970ApJ...160L.181N, 1996AJ....111.1705D, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,343.1536416666666,-7.579596666666666
HD169916,* lam Sgr,HIP 90496,HR  6913,18 27 58.2407,-25 25 18.114,K1IIIb,,Hipparcos,2.9838,0.0005,4.06,0.015,283.9,8.7,,41.72,0.16,23.96931927,0.091924523,10.48101153,0.055813581,4769.026603,37.58334159,50.91847489,1.608510339,Lunar Occ,Not a host,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2377R/abstract,Diameter source,276.9926695833333,-25.421698333333335
HD48329,* eps Gem,HIP 32246,HR  2473,06 43 55.9262,+25 07 52.051,G8Ib,,Hipparcos,3.1915,0.0011,4.686756536,0.008223558,459.0,23.0,,3.86,0.17,259.0673575,11.40970227,130.7695273,5.763848661,5005.164876,62.85444074,9616.934772,974.5662697,"Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Lunar Occ, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1980AJ.....85.1505B, 1999AJ....118.3032N, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,100.98302583333333,25.131125277777777
HD149757,* zet Oph,HIP 81377,HR  6175,16 37 09.5390,-10 34 01.529,O9.2IVnn,,Hipparcos,2.5708,0.0012,0.501,0.007071068,5383.0,367.0,,8.91,0.2,112.2334456,2.519269261,6.055938929,0.1605744792,28329.48279,522.6095778,21167.40241,1727.913615,"Int Int, Opt Int, Opt Int",Not a host,"2018ApJ...869...37G, 2018ApJ...869...37G",2017AJ…153…16S,249.2897458333333,-10.567091388888889
HD102647,* bet Leo,HIP 57632,HR  4534,11 49 03.5783,+14 34 19.409,A3Va,,Hipparcos,2.1605,0.0006,1.359701559,0.011713022,351.6,0.6,,90.91,0.52,10.99989,0.062918742,1.610843699,0.016656914,8693.443432,37.62765426,13.2807972,0.1536118538,"Int Int, Opt Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2004A&A...426..601D, 2009ApJ...691.1896A, 2014ApJ...797..119M",Boyajian et al. (2013),177.26490958333332,14.572058055555555
HD159561,* alf Oph,HIP 86032,HR  6556,17 34 56.0694,+12 33 36.134,A5IVnn,,Hipparcos,2.1262,0.0005,1.855,0.008485281,388.0,19.0,,67.13,1.06,14.89646954,0.235219093,2.976108305,0.048925649,7628.469042,95.00556913,26.87800471,1.566159674,"Int Int, Opt Int, Opt Int",Not a host,"1974MNRAS.167..121H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,263.73362249999997,12.560037222222222
HD20902,* alf Per,HIP 15863,HR  1017,03 24 19.3700,+49 51 40.245,F5Ib,,Hipparcos,1.8972,0.0008,3.151524099,0.006024486,397.0,11.0,,6.44,0.17,155.2795031,4.098993094,52.70553546,1.39493848,5886.250281,41.16009887,2988.253014,178.1720133,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1981A&A...103...28B, 1988ApJ...327..905S, 1999AJ....118.3032N, 2003AJ....126.2502M, 2009MNRAS.394.1925V, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,51.08070833333333,49.861179166666666
HD3712,* alf Cas,HIP 3179,HR   168,00 40 30.4410,+56 32 14.392,K0-IIIa,,Hipparcos,2.4107,0.0004,5.615621301,0.030501471,468.1638501,6.726299237,,14.29,0.15,69.9790063,0.734559198,42.32403344,0.500221923,4595.174163,20.69196283,715.7016405,18.20694643,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1981A&A...103...28B, 1989ApJ...340.1103H, 1991AJ....101.2207M, 1999AJ....118.3032N, 2003AJ....126.2502M","2023ApJS..266…6A, 2005ApJ…626..446R",10.126837499999999,56.53733111111111
HD6860,* bet And,HIP 5447,HR   337,01 09 43.9238,+35 37 14.007,M0+IIIa,,Hipparcos,2.1741,0.003,14.94618482,0.075770906,1200.0,18.0,,16.52,0.56,60.53268765,2.051955514,97.44100848,3.339819169,3563.949578,16.13161251,1372.64981,95.3115322,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1981A&A...103...28B, 1983ApJ...268..309D, 1987A&A...188..114D, 1989ApJ...340.1103H, 1991AJ....101.2207M, 2003AJ....126.2502M",2005ApJ..626..446R,17.433015833333332,35.620557500000004
HD180711,* del Dra,HIP 94376,HR  7310,19 12 33.3013,+67 39 41.539,G9III,,Hipparcos,3.2296,0.0005,3.254,0.053,200.0,10.0,,33.48,0.1,29.86857826,0.089213197,10.46775536,0.1733381686,4880.340665,72.8090323,55.70032015,2.804822393,"Opt Int, Opt Int, Opt Int",Not a host,"1983A&A...120..263F, 2003AJ....126.2502M",2023ApJS..266…6A,288.13875541666664,67.66153861111111
HD62509,* bet Gem,HIP 37826,HR  2990,07 45 18.9498,+28 01 34.316,K0IIIb,,Hipparcos,1.2947,0.0006,8.142722273,0.008866731,1105.913962,11.10345893,,96.54,0.27,10.35840066,0.028970045,9.084139456,0.027263994,4730.934527,12.15088545,37.04293129,0.4257371517,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1983A&A...120..263F, 1987A&A...188..114D, 1991AJ....101.2207M, 2003AJ....126.2502M, 2016ApJS..227....4H, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,116.32895749999999,28.02619888888889
HD164058,* gam Dra,HIP 87833,HR  6705,17 56 36.3698,+51 29 20.024,K5III,,Hipparcos,2.3617,0.0008,10.1844942,0.014807919,854.0,29.0,,21.14,0.1,47.30368969,0.223763906,51.88668769,0.2567757363,3965.483514,33.7880277,596.5495179,21.02903329,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1983A&A...120..263F, 1983ApJ...268..309D, 1987A&A...188..114D, 1989ApJ...340.1103H, 1996AJ....111.1705D, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,269.1515408333333,51.48889555555556
HD12929,* alf Ari,HIP 9884,HR   617,02 07 10.4057,+23 27 44.703,K2-IIIbCa-1,,Hipparcos,2.1726,0.0006,6.848389353,0.023135959,574.0,3.5,,49.56,0.25,20.17756255,0.101783508,14.88259319,0.090354419,4378.598915,9.962639976,72.95379546,0.8600004267,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Host star,"1983A&A...120..263F, 1989ApJ...340.1103H, 1991AJ....101.2207M, 1999AJ....118.3032N, 2003AJ....126.2502M, 2016ApJS..227....4H, https://iopscience.iop.org/article/10.3847/1538-4357/ac1687/pdf",Diameter source,31.793357083333326,23.4624175
HD131873,* bet UMi,HIP 72607,HR  5563,14 50 42.3258,+74 09 19.814,K4-III,,Hipparcos,2.2044,0.0008,10.2299642,0.01191938,900.0,33.0,,24.91,0.12,40.14452027,0.193389901,44.23050023,0.219217123,4008.897794,36.82236845,452.7866864,17.16576134,"Opt Int, Opt Int, Opt Int",Host star,"1983A&A...120..263F, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,222.6763575,74.1555038888889
HD80493,* alf Lyn,HIP 45860,HR  3705,09 21 03.3002,+34 23 33.213,K6III,,Hipparcos,3.252,0.0013,7.906271955,0.02540396,435.0,15.0,,16.06,0.17,62.26650062,0.659109907,53.0209705,0.5865302219,3802.225354,33.34214699,526.4980527,21.30369728,"Opt Int, Opt Int, Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,140.2637508333333,34.392559166666665
HD95689,* alf UMa,HIP 54061,HR  4301,11 03 43.6715,+61 45 03.724,G9III+A7.5,,Hipparcos,1.9519,0.0004,6.444274632,0.027822915,866.0,43.0,,26.54,0.48,37.67897513,0.68145848,26.15137851,0.486261347,5002.577974,63.03099246,383.8085535,23.57808843,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1988ApJ...327..905S, 2003AJ....126.2502M, 2018AJ....155...30B, https://ui.adsabs.harvard.edu/abs/2018yCat..51550030B/abstract",Diameter source,165.93196458333333,61.75103444444444
HD189319,* gam Sge,HIP 98337,HR  7635,19 58 45.4282,+19 29 31.726,M0-III,,Hipparcos,3.6215,0.0006,6.096971688,0.010815009,302.0,12.0,,12.62,0.18,79.23930269,1.130196076,52.03269115,0.7478634223,3952.265035,39.41708334,591.9524568,28.95500389,"Opt Int, Opt Int, Opt Int, Opt Int",Not a host,"1989ApJ...340.1103H, 1996AJ....111.1705D, 2003AJ....126.2502M, https://iopscience.iop.org/article/10.3847/1538-3881/ac2431/pdf",Diameter source,299.6892841666666,19.49214611111111
